Ticker,Company_name,Market_Cap,Stock_price,Volume,Industry_CSV,Sector_CSV,Revenue,Revenue_Growth,Net_Income,Free_Cash_Flow,Full_Company_Name,ISIN_Code,Registered_Office,Telephone,Email,Taxpayer_Number,Website,Main_Business_Fields,Sector_JSON,Subsector,Industry_JSON,Sub_Industry,Securities_Administration_Bureau,Recording_Date,Recording_Board,Data_Merge_Success,Data_Source,Fax
TINS,PT TIMAH Tbk,21.75T,"2,920.00","230,432,900",Other Industrial Metals & Mining,Materials,9.21T,-10.32%,880.29B,-22.74B,PT Timah Tbk.,TINS,"Head Office : Jl. Jenderal Sudirman 51, Opas Indah, Taman Sari, Kota Pangkalpinang, Kepulauan Bangka Belitung, 33129. Representatif Office. Jl. Medan Merdeka Timur No. 15 Jakarta 10110 Indonesia",021-2352 8000,InvestorRelation@pttimah.co.id / corsec@pttimah.co.id,0010 0166 5705 1000,www.timah.com,"Metal and Mineral Mining PT Dok dan Perkapalan Air Kantung (""DAK"") Jasa perbengkelan, galangan kapal dan transportasi/ Workshop services, shipping dockyard and transportation 244.731 100 %","Barang Baku PT Tanjung Alam Jaya (""TAJ"") Pertambangan batubara/ Coal mining 341.125 100 %","Barang Baku PT Tim Silika Nusantara (""TSN"") sebelumnya/formerly PT Tim Nikel Sejahtera (""TINS"") Pertambangan nikel/ Nickel mining 301 99,99 %","Logam & Mineral PT Timah Agro Manunggal (""TAM"") Pertanian dan perdagangan (""TAM"") 13.257 100 %",Logam & Mineral Lainnya PT Timah Indotama Mineral Pengangkutan dan penjualan hasil tambang/ Transportation and sale of mining products 350 65 %,"- PT Timah Industri (""TI"") Industri kimia/ Chemical Industry 855.388 100 %","1995-10-19 Nama Jenis Aset Total Persentase Great Force Trading Limited (""GFT"") Perdagangan/ Trading 9.834 100 %","Pemantauan Khusus Indometal (London) Limited (""IL"") Agen pemasaran/ Marketing agent 779.529 100 %",True,CSV+JSON,021-2352 8080
PORT,PT Nusantara Pelabuhan Handal Tbk,3.43T,"1,220.00",15,Marine Shipping,Industrials,1.28T,12.52%,135.70B,239.34B,PT Nusantara Pelabuhan Handal Tbk.,PORT,NPH Building Jl. Kebon Bawang I No. 45 Rt.7/Rw.7 Kebon Bawang Tanjung Priok Jakarta Utara 14320,(021) 2243 5010,cs@nusantaraport.id,0021886460013000,https://www.nusantaraport.id,"Aktivitas konsultasi manajemen lainnya dan aktivitas perusahaan holding PT PBM Adipurusa Bongkar Muat Barang 526.219.103 83,34 %",Infrastruktur,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Pelabuhan,PT. Datindo Entrycom,"2017-03-16 Nama Jenis Aset Total Persentase PT Mustika Alam Lestari Jasa Handling dan Stevedoring Container untuk Komoditas Ekspor/Impor. 1.374.017.410 99,99 %","Pengembangan PT Parvi Indah Persada Perdagangan, Operator Terminal dan Jasa Perbaikan dan Pemeliharaan 317.782.536 100 %",True,CSV+JSON,(021) 2243 5525
CYBR,PT ITSEC Asia Tbk,8.86T,"1,340.00","16,741,500",Software - Infrastructure,Technology,455.22B,91.44%,54.30B,-13.58B,PT ITSEC Asia Tbk.,CYBR,"Gedung Noble House Lantai 11 Unit 2 & 3 Jl. Dr. Ide Anak Agung Gde Agung Kavling E.4.2 No. 2, Mega Kuningan Kel. Kuningan Timur, Kec. Setiabudi Jakarta Selatan",021-29783050,corpsec@itsecasia.com,31.191.675.3-013.000,https://www.itsec.asia/,Kegiatan usaha aktivitas konsultasi keamanan informasi ITSEC Australia Pty. Ltd. IT Services 4.181.573.278 100 %,Teknologi ITSEC Australia Pty. Ltd. IT Services 7.284.134.606 100 %,Perangkat Lunak & Jasa TI ITSEC Australia Pty. Ltd. IT Services 2.969.970.986 100 %,Jasa & Konsultan TI ITSEC Services Asia Pte. Ltd. IT Services 14.318.808.996 100 %,Jasa & Konsultan TI ITSEC Services Asia Pte. Ltd. IT Services 32.378.239.385 100 %,PT. Adimitra Jasa Korpora ITSEC Services Asia Pte. Ltd. IT Services 20.503.610.804 100 %,2023-08-08 Nama Jenis Aset Total Persentase ITSEC Australia Pty. Ltd. IT Services 3.860.245.264 100 %,Pengembangan ITSEC Australia Pty. Ltd. IT Services 4.678.651.276 100 %,True,CSV+JSON,
RELI,PT Reliance Sekuritas Indonesia Tbk,1.19T,655.00,31,Capital Markets,Financials,43.29B,-23.79%,3.75B,-84.36B,Reliance Sekuritas Indonesia Tbk,RELI,Soho Westpoint Kota Kedoya Jalan Macan Kav. 4-5 Kedoya Utara Kebon Jeruk Jakarta Barat,021-29520558,corsec@reliancesekuritas.com,01.349.347.3-054.000,www.reliancesekuritas.com,Securities Company PT RELIANCE MANAJER INVESTASI MANAJER INVESTASI 19.417.862.972 99 %,Keuangan PT RELIANCE MANAJER INVESTASI MANAJER INVESTASI 19.417.862.972 99 %,Jasa Investasi PT RELIANCE MANAJER INVESTASI MANAJER INVESTASI 18.462.076.081 99 %,Jasa Investasi,Bank Investasi & Perantara Perdagangan,PT. Bima Registra,2005-07-13 Nama Jenis Aset Total Persentase PT RELIANCE MANAJER INVESTASI MANAJER INVESTASI 20.822.804.867 99 %,Pengembangan PT RELIANCE MANAJER INVESTASI MANAJER INVESTASI 20.822.804.867 99 %,True,CSV+JSON,021-29119951
DRMA,PT Dharma Polimetal Tbk,4.94T,"1,035.00","831,3",Auto Parts,Consumer Discretionary,5.88T,10.53%,587.09B,470.54B,PT Dharma Polimetal Tbk,DRMA,"Jl. Angsana Raya Blok A9 No. 8 Delta Silicon I, Kawasan Industri Lippo Cikarang Kelurahan Sukaresmi, Kecamatan Cikarang Selatan, Kabupaten Bekasi",021) 897 4637 / (021) 897 4559,dp.corpsec@dp.dharmap.com,01.062.415.3-415.000,www.dharmagroup.co.id,Usaha manufaktur komponen kendaraan bermotor PT Dharma Energy Resources (DER) Jasa dan logistik 25 96 %,Barang Konsumen Non-Primer PT Dharma Poliplast (DPP) Produksi helm 163.493 99 %,"Otomotif & Komponen Otomotif PT Dharma Precision Parts (DPA) Produksi komponen peralatan kesehatan dan kendaraan bermotor 174.720 93,40 %","Komponen Otomotif PT Dharma Precision Tools (DPT) Produksi perlengkapan mesin pengolahan 127.293 99,99 %","Suku Cadang Otomotif PT Saikono Otoparts Indonesia (SOI) Produksi komponen kendaraan bermotor 80.240 99,99 %",PT. Raya Saham Registra PT Trimitra Chitrahasta (TCH) Produksi komponen kendaraan bermotor 476.762 70 %,"2021-12-20 Nama Jenis Aset Total Persentase PT Dharma Controlcable Indonesia (DCI) Produksi kabel control motor 188.181 85,90 %","Utama PT Dharma Electrindo Manufacturing (DEM) Produksi komponen kendaraan bermotor 645.233 99,99 %",True,CSV+JSON,(021) 899 01656
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,597.84T,"3,980.00","139,859,100",Banks - Regional,Financials,136.12T,0.55%,55.87T,2.05T,PT Bank Rakyat Indonesia (Persero) Tbk,BBRI,"Gedung BRI I Jl. Jenderal Sudirman Kav.44-46, Jakarta Pusat 10210",021 - 575 1966,humas@bri.co.id; corsec@bri.co.id,0010016087093000,www.bri.co.id,"Jasa Perbankan PT Bank Raya Indonesia Tbk Perbankan 13.346.604 86,85 %",Keuangan PT BRI Asuransi Indonesia (BRI Insurance) Asuransi 8.434.058 90 %,Bank PT BRI Danareksa Sekuritas (BRIDS) Perusahaan Sekuritas 1.558.565 67 %,"Bank PT BRI Multifinance Indonesia (BRI Finance) Perusahaan Pembiayaan 7.174.875 98,88 %","Bank PT BRI Ventura Investama (BRI Ventures) Perusahaan Modal Ventura 2.443.662 99,97 %",- PT BRI Manajemen Investasi (BRI-MI) Pengelolaan Portofolio Investasi 315.659 65 %,2003-11-10 Nama Jenis Aset Total Persentase BRI Global Financial Services Co.Ltd (BRI Remittance) Jasa Keuangan 42.145 100 %,"Utama PT Permodalan Nasional Madani (PNM) Perusahaan Pembiayaan 57.611.629 99,99 %",True,CSV+JSON,021 - 5752010; 5700916
MEGA,PT Bank Mega Tbk,38.63T,"3,290.00","24,3",Banks - Regional,Financials,6.58T,-3.48%,2.83T,"-23,910.15B",Bank Mega Tbk,MEGA,Menara Bank Mega Jl. Kapten Tendean No.12-14A Jakarta 12970,7917-5000,0,01.108.045.4-091.000,www.bankmega.com,Perbankan,Keuangan,Bank,Bank,Bank,PT. Datindo Entrycom,2000-04-17 Nama Jenis Aset Total Persentase,Utama,True,CSV+JSON,7917-5015
LTLS,PT Lautan Luas Tbk,1.27T,870.00,"95,9",Specialty Chemicals,Materials,8.41T,9.82%,157.49B,-100.63B,PT Lautan Luas Tbk,LTLS,"Gedung Graha Indramas Lt.6-12 Jl AIP II KS.Tubun Raya, 77, Slipi, Pal Merah, Kota Adm. Jakarta Barat, DKI Jakarta, 11410",(021) 80660777,info@lautan-luas.com,0013159009054000,www.lautan-luas.com,"Distribusi Bahan Kimia PT Dunia Kimia Jaya Produsen Kimia 486.772 99,82 %","Barang Baku PT Dunia Kimia Utama Produsen Kimia 56.963 53,38 %","Barang Baku PT Indonesian Acid Industry Produsen Kimia 98.502 53,38 %","Barang Kimia PT Lautan Air Indonesia (sebelumnya disebut PT Pacinesia Chemical Industry) Produsen Kimia 276.911 99,98 %","Barang Kimia Dasar PT Lautan Jasaindo Jasa 6.105 99,06 %","- PT Lautan Natural Krimerindo Produsen Krimer Nabati 924.458 100,00 %","1997-07-21 Nama Jenis Aset Total Persentase Lautan Luas Singapore Pte., Ltd. Distribusi 882.603 100 %","Utama PT Cipta Mapan Logistik Jasa 494.061 100,00 %",True,CSV+JSON,-
DOOH,PT Era Media Sejahtera Tbk,1.05T,136.00,"142,474,200",Advertising Agencies,Communication Services,167.11B,5.13%,2.67B,-40.26B,PT Era Media Sejahtera Tbk,DOOH,"Ruko Fatmawati Mas Blok B5 Kav 205 Jl. RS Fatmawati No 20, Cilandak Barat, Cilandak Jakarta Selatan, Indonesia. Kode pos 12430",(021)7654937,corporate@sspace.id,41.172.400.8-016.000,https://www.sspace.id,Bergerak dalam bidang Aktivitas Periklanan dan Konsultasi Manajemen lainya.,Barang Konsumen Non-Primer,Media & Hiburan,Media,Periklanan,PT. Ficomindo Buana Registrar,2023-05-08 Nama Jenis Aset Total Persentase PT Era Maju Media Periklanan 600.585.000 99 %,"Pengembangan PT Media Sejahtera Selaras Aktivitas Profesional, ilmiah, dan Teknis 10.291.802.606 99 %",True,CSV+JSON,(021)7654938
JPFA,PT Japfa Comfeed Indonesia Tbk,28.37T,"2,440.00","37,384,200",Farm Products,Consumer Staples,57.63T,5.37%,3.33T,3.29T,JAPFA Comfeed Indonesia Tbk,JPFA,Wisma Millenia Lt. 7 Jl. MT Haryono Kav. 16 Jakarta 12810,021-28545680,maya.pradjono@japfa.com; yakobus.sugeng@japfa.com; corsec@japfa.com,01.002.845.4-092.000,http://www.japfacomfeed.co.id,Animal Feed Comfeed Trading B.V. Perdagangan 0 100 %,"Barang Konsumen Primer PT Agrinusa Jaya Santosa Industri produk farmasi untuk hewan, perdagangan besar farmasi, mesin, peralatan dan perlengkapan pertanian 1.255.773 100 %",Makanan & Minuman PT Agro Harmoni Bumi (AHB) Agrowisata dan permakultur 4.994 100 %,Produk Makanan Pertanian PT Artha Lautan Mulya Tambak udang 5.148 100 %,"Ikan, Daging & Produk Unggas PT Bhirawa Mitra Sentosa Jasa Transportasi 180.921 100 %",- PT Bintang Laut Timur Pengiriman barang 675 100 %,"1989-10-23 Nama Jenis Aset Total Persentase Apachee Pte., Ltd Jasa Transportasi 215.319 100 %",Utama Comfeed Finance B.V. Investasi 6.756 100 %,True,CSV+JSON,021-8310309
CPIN,PT Charoen Pokphand Indonesia Tbk,77.56T,"4,810.00","7,050,100",Farm Products,Consumer Staples,68.36T,6.48%,4.69T,4.61T,Charoen Pokphand Indonesia Tbk,CPIN,Jl. Ancol VIII/1 Jakarta 14430,021-691 9999,hadijanto@cp.co.id,01.000.172.5-092.000,www.cp.co.id,"Animal Feed Cipta Satwa International Perdagangan peralatan peternakan 14.876 99,93 %","Barang Konsumen Primer Feprotama Pertiwi Produksi dan distribusi bahan baku pakan 84.365 99,32 %","Makanan & Minuman Poly Packaging Industry Produksi kemasan plastik 94.778 99,98 %","Produk Makanan Pertanian Primafood International Perdagangan produk makanan olahan 636.176 99,96 %","Ikan, Daging & Produk Unggas Primaved Solusi Pratama Perdagangan obat-obatan 347.581 99,60 %","PT. Adimitra Jasa Korpora Sarana Farmindo Utama Induk perusahaan 9.688.306 99,99 %","1991-03-18 Nama Jenis Aset Total Persentase Agrico International Perdagangan bahan baku 763.090 99,99 %","Utama Charoen Pokphand Jaya Farm Peternakan Unggas 10.496.963 99,99 %",True,CSV+JSON,021-690 7324
OMRE,PT Indonesia Prima Property Tbk,1.39T,472.00,100,Real Estate Services,Real Estate,31.89B,-22.47%,-142.48B,-,Indonesia Prima Property Tbk,OMRE,"Jalan Jend. Sudirman Kav. 34, RT 003, RW 002, Kelurahan Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat 10220",(021) 50913988,corsec@ipp.co.id,01.366.527.8-054.000,www.ipp.co.id,Property dan Real Estate Aurora Equity Pte. Ltd. Investasi 2.333.594.902.531 100 %,Properti & Real Estat Aurora Equity Pte. Ltd. Investasi 2.340.412.059.433 100 %,Properti & Real Estat Aurora Equity Pte. Ltd. Investasi 2.345.034.508.995 100 %,"Pengelola & Pengembang Real Estat PT Angkasa Interland Property 239.039.751.802 99,59 %","Pengembang & Operator Real Estat PT Angkasa Interland Property 239.745.459.414 99,59 %","PT. Datindo Entrycom PT Angkasa Interland Property 240.601.891.623 99,59 %",1994-08-22 Nama Jenis Aset Total Persentase Aurora Equity Pte. Ltd. Investasi 2.327.124.330.538 100 %,Pemantauan Khusus Aurora Equity Pte. Ltd. Investasi 2.322.787.753.168 100 %,True,CSV+JSON,-
UNVR,PT Unilever Indonesia Tbk,102.17T,"2,690.00","41,343,200",Household & Personal Products,Consumer Staples,35.33T,-0.53%,3.69T,3.53T,Unilever Indonesia Tbk,UNVR,"Grha Unilever BSD Green Office Park Kav. 3 Jln BSD Boulevard Barat, BSD City Tangerang 15345",021- 80827000,unvr.indonesia@unilever.com,01.001.701.0-092.000,http://www.unilever.com,Fast Moving Consumer Goods,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,PT. Sharestar Indonesia,1982-01-11 Nama Jenis Aset Total Persentase,Utama,True,CSV+JSON,021- 80827002
FISH,PT FKS Multi Agro Tbk,8.64T,"1,800.00","66,7",Farm Products,Consumer Staples,19.68T,-13.99%,188.14B,352.71B,FKS Multi Agro Tbk,FISH,"Menara Astra, Lantai 28, Jl. Jend. Sudirman Kav. 5-6 Kel. Karet Tengsin Kec. Tanah Abang, Jakarta Pusat 10220",021 5088 9889,corporate.secretary@fksmultiagro.co.id,01.571.740.8-054.000,www.fksmultiagro.com,"Wholesale (Durable and Nondurable Goods) PT FKS Pangan Segar Perdagangan 655.612 99,99 %","Barang Konsumen Primer PT FKS Pangan Segar Perdagangan 605.332 99,99 %","Makanan & Minuman PT FKS Pangan Segar Perdagangan 627.028 99,99 %","Produk Makanan Pertanian PT FKS Pangan Segar Perdagangan 647.285 99,99 %","Perkebunan & Tanaman Pangan PT FKS Ragi Nusantara Industri dan Perdagangan 32.439 99,98 %","PT BSR Indonesia PT FKS Ragi Nusantara Industri dan Perdagangan 31.520 99,98 %","2002-01-18 Nama Jenis Aset Total Persentase PT FKS Nikmat Nusantara (d/h PT FKS Ragi Nusantara) Industri dan Perdagangan 30.424 99,98 %","Pengembangan PT FKS Nikmat Nusantara (d/h PT FKS Ragi Nusantara) Industri dan Perdagangan 32.978 99,98 %",True,CSV+JSON,021 5088 9890
ASGR,PT Astra Graphia Tbk,1.61T,"1,195.00","462,1",Specialty Business Services,Industrials,3.04T,3.71%,235.36B,474.16B,Astra Graphia Tbk,ASGR,Jl. Kramat Raya N0. 43 Jakarta 10450,021 - 3909190,corporate.secretary@astragraphia.co.id,www.astragraphia.co.id,www.astragraphia.co.id,Computer and Services,Perindustrian,Jasa Perindustrian,Jasa Komersial,Jasa Pendukung Bisnis,PT. Raya Saham Registra,"1989-11-15 Nama Jenis Aset Total Persentase PT Astra Graphia Information Technology Penyedia jasa konsultasi dan implementasi teknologi informasi 1.001.333 100,00 %","Utama PT Astragraphia Xprins Indonesia Perdagangan, percetakan, perindustrian, kontraktor, pekerjaan teknik, pengangkutan dan jasa 127.278 100,00 %",True,CSV+JSON,021 - 3909388
CMNP,PT Citra Marga Nusaphala Persada Tbk,8.55T,"1,385.00","502,5",Infrastructure Operations,Industrials,4.79T,-33.46%,872.33B,512.31B,Citra Marga Nusaphala Persada Tbk,CMNP,GEDUNG CMNP JL. YOS SUDARSO KAV. 28 JAKARTA 14350,(021) 65306930 (hunting),cmnp@citra.co.id,01.062.151.4-054.000,www.cmnp.co.id,"Penyelenggaraan Jalan Tol Citra Karya Jabar Tol Penyelenggara Jalan Tol 11.036.737 63,30 %","Infrastruktur Citra Karya Jabar Tol Penyelenggara Jalan Tol 11.049.938 63,30 %","Infrastruktur Transportasi Citra Karya Jabar Tol Penyelenggara Jalan Tol 11.054.419 63,30 %","Operator Infrastruktur Transportasi Citra Marga Lintas Jabar Penyelenggara Jalan Tol 1.656.975 82,40 %","Operator Jalan Tol & Rel Citra Marga Lintas Jabar Penyelenggara Jalan Tol 1.657.494 82,40 %","PT. Raya Saham Registra Citra Marga Lintas Jabar Penyelenggara Jalan Tol 1.648.749 82,40 %","1995-01-10 Nama Jenis Aset Total Persentase Citra Karya Jabar Tol Penyelenggara Jalan Tol 11.040.613 63,30 %","Utama Citra Karya Jabar Tol Penyelenggara Jalan Tol 11.040.613 63,30 %",True,CSV+JSON,(021) 65306391
PBID,PT Panca Budi Idaman Tbk,3.71T,492.00,"270,9",Packaging & Containers,Consumer Discretionary,5.25T,3.16%,401.23B,416.20B,PT Panca Budi Idaman Tbk,PBID,"Kawasan Pusat Niaga Terpadu Jl. Daan Mogot Raya Km 19,6 Blok D No. 8A-D Tangerang 15122",021-54365555,investor.relation@pancabudi.com,01.353.811.1-0038000,www.pancabudi.com,"Produksi barang plastik kemasan yang terintegrasi dengan kegiatan distribusi dan perdagangan PT Panca Budi Pratama Perdagangan plastik 1.019.034.788 99,71 %","Barang Baku PT Panca Packindo Makmur Perdagangan plastik 255.977.326 99,99 %",Barang Baku PT Politek Grin Packindo Pemulihan barang bukan logam 10.069.395 99 %,"Wadah & Kemasan PT Polytech Indo Hausen Memproduksi kemasan plastik 262.503.509 99,98 %",Wadah & Kemasan,PT. Datindo Entrycom,"2017-12-13 Nama Jenis Aset Total Persentase Penta Packaging Solution Sdn. Bhd. Produksi dan distribusi 113.535.579 99,99 %","Utama PT Panca Budi Niaga Perdagangan plastik 933.956.926 99,52 %",True,CSV+JSON,021-54365559
TRUE,PT Triniti Dinamik Tbk,946.36B,125.00,"58,889,400",Real Estate - Development,Real Estate,52.64B,-48.97%,-59.46B,-3.12B,PT Triniti Dinamik Tbk,TRUE,"The Smith - Alam Sutera PT Triniti Dinamik Tbk Jl. Jalur Sutera Kav. 7A Alam Sutera, Kunciran Pinang Kota Tangerang, Banten 15144",021 - 39705988,corsec.true@trinitiland.com,66.105.749.7-036.000,www.trinitidinamik.com,Bergerak dalam bidang Real Estate dan Pengembangan Properti,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT. Adimitra Jasa Korpora,2021-06-10 Nama Jenis Aset Total Persentase PT SUKSES BANGUN SINERGI PROPERTY MANAGEMENT 11.406.161.975 99 %,Pemantauan Khusus PT TRINITI DINAMIK SANTOZ PROPERTY 106.605.695.057 85 %,True,CSV+JSON,021 - 29541843
DOID,PT Buma Internasional Grup Tbk,2.43T,326.00,"6,131,000",Thermal Coal,Energy,26.48T,-10.90%,"-1,768.66B",-171.96B,PT BUMA Internasional Grup Tbk,DOID,"South Quarter Tower C, Lantai 5/ 5th Floor, Jl. R.A. Kartini Kav 8, Cilandak Barat, Jakarta Selatan 12430",021 3043 2080,ir@deltadunia.com; corpsec@deltadunia.com,0010 6931 8209 1000,https://bumainternational.com/,"Pertambangan Batubara(Coal Mining) American Anthracite SPV I, LLC Jasa konsultasi manajemen 140.833.089 70,99 %","Energi American Carbon Warehousing, LLC Pertambangan batubara 0 70,99 %","Minyak, Gas & Batu Bara Atlantic Carbon Group, Inc. Pertambangan batubara 85.241.841 70,99 %","Pendukung Minyak, Gas & Batu Bara Bukit Makmur Mandiri Utama Pte. Ltd. Jasa konsultasi manajemen 13.810.182 86,21 %","Jasa & Perlengkapan Minyak, Gas & Batu Bara BUMA Australia Pty. Ltd. Jasa Pertambangan 292.389.957 99,99 %","PT. Datindo Entrycom Newcastle Anthracite Company Pertambangan batubara 0 70,99 %","2001-06-15 Nama Jenis Aset Total Persentase American Anthracite Group, LLC Jasa konsultasi manajemen 140.833.089 70,99 %","Utama American Anthracite Holdings, LLC Jasa konsultasi manajemen 140.833.089 70,99 %",True,CSV+JSON,021 3043 2081
TSPC,PT Tempo Scan Pacific Tbk,13.35T,"2,960.00","1,221,200",Drug Manufacturers - Specialty & Generic,Healthcare,13.64T,1.00%,1.50T,1.20T,Tempo Scan Pacific Tbk,TSPC,Gedung Tempo Scan Tower Jl. H.R. Rasuna Said Kav. 3-4 Jakarta 12950,2921-8888 (5438),investorrelation@thetempogroup.com,01.000.781.3-092.000,-,"Industri Farmasi PT Barclay Products - BCL Pemasaran Produk Konsumen, Kosmetik dan Pembersih Perabot Rumah Tangga 2.074.371.921.803 100 %","Kesehatan PT Eres Revco - ER Pemasaran Produk Kosmetik 163.418.893.454 99,51 %","Farmasi & Riset Kesehatan PT Global Eramas - GEM Jasa Distribusi dan Pemasaran 3.916.679.739 97,60 %",Farmasi PT Kendaga Isi Mulia Jasa Penyediaan Tenaga Kerja Waktu Tertentu 6.408.833.750 60 %,"Farmasi PT Kian Mulia Manunggal - KMM Produsen Produk Susu Bubuk 1.038.784.518.789 55,01 %",PT. Raya Saham Registra PT Perusahaan Dagang Tempo - PTT Jasa Distribusi 3.617.116.331.877 70 %,1994-06-17 Nama Jenis Aset Total Persentase International Beauty Products Ltd. - IBP Pemasaran Produk Kosmetik 127.143.686.102 100 %,"Utama PT Ageng Adi - AA Penyertaan Saham 183.913.124.643 99,01 %",True,CSV+JSON,2920-9999
SGER,PT Sumber Global Energy Tbk,8.34T,500.00,"42,516,500",Thermal Coal,Energy,9.09T,-33.53%,279.55B,-955.34B,PT Sumber Global Energy Tbk.,SGER,"Graha BIP Lantai 2, Jalan Gatot Subroto Kav. 23, Jakarta Selatan 12930",021-2500120,corsec@sumberglobalenergy.com,02.795.370.2-081.000,www.sumberglobalenergy.co.id,"Perdagangan Besar Bahan Bakar Padat, Cair, Gas, Energi Terbaru dan Terbarukan serta Pertambangan Logam dan Mineral Tanah Jarang (Rare Earth) di Perusahaan Anak Hineni Resource Pte Ltd Perdagangan 1.556.662 100 %",Energi Hineni Seven Resources DMCC Perdagangan 544.494 100 %,"Minyak, Gas & Batu Bara Montis Commodities Pte. Ltd Perdagangan 21.238 70 %",Batu Bara PT Angkasa Nusagraha Hotel 20.356 95 %,Distribusi Batu Bara PT Hidrogen Peroxida Indonesia Industri Kimia Dasar Anorganik 512.075 46 %,- PT Jasatama Mandiri Sukses Pertambangan 77.053 60 %,2020-08-10 Nama Jenis Aset Total Persentase Bhara Energy International Perdagangan 30.338 60 %,Utama Hineni Hijau Energy Pte. Ltd Perdagangan 324.752 70 %,True,CSV+JSON,021-2500243
ARGO,PT Argo Pantes Tbk,3.24T,"1,050.00",15,Textile Manufacturing,Consumer Discretionary,108.52B,8.35%,-15.42B,54.19B,Argo Pantes Tbk,ARGO,"Wisma Argo Manunggal, Jl. Jend. Gatot Subroto Kav. 22 Jakarta Selatan",(021) 2520065-(021) 2520068,corp-secretary@argopantes.com,01.001.018.9-092.000,argo.co.id,Industri Pakaian Jadi dan Tekstil,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,PT. EDI Indonesia,1991-01-07 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,(021) 2520029
ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,16.22T,"1,550.00","6,405,500",Beverages - Non-Alcoholic,Consumer Staples,8.53T,-2.72%,1.22T,149.03B,PT Ultrajaya Milk Industry & Trading Company Tbk,ULTJ,"Jalan Raya Cimareme 131, Cimareme, Ngamprah, Kab. Bandung Barat, Jawa Barat 40552, Indonesia",(022) 86700700,corsec@ultrajaya.co.id,0011185659054000,https://www.ultrajaya.co.id,Industri Makanan & Minuman Ultra Peternakan Bandung Selatan Pertanian dan perdagangan 150.327 75 %,"Barang Konsumen Primer Ultra Sumatera Dairy Farm Pertanian, peternakan, agroindustry, dan perdagangan ekspor dan impor 646.088 69,36 %",Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,PT. Adimitra Jasa Korpora,"1990-07-02 Nama Jenis Aset Total Persentase Nikos Distribution Indonesia Perdagangan, angkutan dan jasa 236.860 70 %",Utama Tirta Talaga Jaya Pengelolaan air 6.442 85 %,True,CSV+JSON,(022) 86700777
